type,text_preprocessed
ham,oh grand bit parti doesnt mention cover charg probabl first come first serv
ham,said went back bed cant sleep anyth
ham,hope arnt piss id would realli like see tomorrow love xxxxxxxxxxxxxx
spam,dorothykiefercom bank granit issu strongbuy explos pick member nasdaq symbol cdgt per
ham,say ltgt year old man money im last ltgt still wait check
ham,come ur home
ham,free day finish mon n thur
ham,food
ham,life all moneeppolum oru pole allalo
ham,nite
ham,two fundament cool life walk like king walk like dont carewhoev king gud nyt
ham,camera quit good mega pixel optic digit doom love holiday safe hope hav good journey happi new year see coupl week
ham,hi peteynoim ok want chat coz avent spoken u long timehop ur doin alritehav good nit js love ya amx
ham,saw ron burgundi captain parti boat yeah
ham,im seriou money base
ham,alreadi one guy love
ham,staff placement train amrita colleg
ham,alway chat fact need money rais
ham,im job profil seem like bpo
ham,well give co said didn‘t one nighter persev found one cheap apologis advanc somewher sleep isnt
ham,think actual talk call boss morn went place last year told could go get car fix cheaper kept tell today much hope would come back alway regret get number etc
ham,will go app class
ham,hang brother famili
ham,reach tell dont know
ham,hey go quit soon xuhui work till end month
ham,im sorri bout last nite wasnt ur fault spous pmt sumthin u give think u shldxxxx
ham,tri neva mate
ham,yeah thatd pretti much best case scenario
ham,free today haf pick parent tonit
ham,hey babe far spunout spk da mo dead da wrld sleep da sofa day cool nytho tx fonin hon call mwen im bk frmcloud j x
ham,send naughti pix
spam,£ winner guarante caller prize final attempt contact claim call ppmpoboxbhambx
spam,xma new year eve ticket sale club day till pm thur fri sat night week theyr sell fast
ham,tyler get th leav long get like hour
ham,prepar pound everi night
ham,actual mobil full msg work onlin need send ltgt sent msg wil explain u later
ham,sorri ill call later
ham,good even
ham,im home pleas call
ham,oic co n si got lunch today dad went dunno whether eat sch wat
ham,mmmmm sooooo good wake word morn love mmmm fuck love lion devour kiss across sea
ham,pleas inform applic airtel broadband process success instal happen within day
ham,happen dear silent tens
ham,ill get unless guy want come time sooner
ham,cough noth
ham,ü come lt n pass lar
ham,im e person who e sm survey
ham,lol ok ill tri send warn sprint dead slow youll prolli get tomorrow
ham,thank meet monday
ham,th gower mate r u man good wale ill b back morrow c u wk msg  random
spam,rock yr chik get filthi film xxx pic yr phone rpli filth saristar ltd e yt p per day stop cancel
ham,singl line big mean miss anyth ur best life dont miss ur best life anyth gud nyt
ham,got like ltgt get later though get whatev feel like
ham,dad want talk apart got late start omw
ham,love
ham,lol u still feel sick
ham,din tell u ju
ham,eye philosophi
spam,next month get upto call ur standard network charg activ call c wirenet stterm pobox uz cost £ min mobcudb
ham,ok lor im town lei
ham,alreadysabarish ask go
ham,da vijay go talk jaya tv
spam,urgent tri contact u today draw show £ prize guarante call land line claim j po boxcpm
ham,lol know hey someon great inperson flea forum love
spam,text banneduk see cost p textoper gga xxx
ham,still chanc search hard get itlet tri
spam,auction round highest bid £ next maximum bid £ bid send bid e g bid £ good luck
ham,alway celebr ny famili
ham,know taj mahal symbol love lesser known fact mumtaz shahjahan th wife wife shahjahan kill mumtaz husband marri mumtaz die ltgt th deliveri marri mumtaz sister question aris hell love great hari
ham,okcom home vl nice meet v chat
spam,collect valentin weekend pari inc flight hotel £ prize guarante text pari wwwrtfsphostingcom
ham,sent de webadr gete salari slip
ham,she fine send greet
spam,custom loyalti offerth new nokia mobil £ txtauction txt word start get tctxt tc pmtmsg
ham,dint touch
ham,yup leav right back soon
spam,wont believ true incred txt repli g learn truli amaz thing blow mind ofwd ptxt
ham,yeah sure ill leav min
ham,one teach ship car
ham,sign matur start say big thing actual start understand small thing nice even bslvyl
ham,yeah confirm stay weekend
ham,said ü dun haf passport smth like dat ü juz send email account
ham,multipli number independ count decim point divis push decim place like show
ham,love night wake see messag hope smile know great morn
ham,ard lor
ham,right meanwhil how project twin comin
ham,sent maga money yesterday oh
spam,hi ibh custom loyalti offer new nokia mobil £ txtauctiontxt wordstart get nowt
ham,heart empti without love mind empti without wisdom eye r empti without dream amp life empti without frnd alwi touch good night amp sweet dream
spam,hot n horni will live local text repli hear strt back p per msg netcollex ltdhelpdesk repli stop end
ham,ride equal unev mani peski cyclist around time night
ham,werear free give otherwis nalla adi entey nattil kittum
ham,ive sent wife text buy shell tell relax go get wkend
ham,escap theatr go watch kavalan minut
ham,much would cost hire hitman
ham,anyth lor
ham,sorri ill call later
spam,want new nokia colour phone deliv tomorrow free minut mobil free text free camcord repli call
ham,huh cant go ur hous empti hand right
ham,good morn princess happi new year
spam,congratul youv your winner august £ prize draw call prize code
ham,aight well head
ham,wat r u busi wif work
ham,know mood today
ham,jay told alreadi
ham,cp caus outag conserv energi
ham,im sure check happen around area
ham,hey morn come ask pa
ham,jordan got vote last nite
ham,mean got epi she fine she
ham,idea
ham,pl come quick cant bare
ham,joy father john john joy father u an th hav ltgt iq ti ia question tri answer
ham,call unabl cal let meet bhaskar deep
ham,ill meet librari
ham,k roommat also want dubsack anoth friend may also want plan bring extra ill tell know sure
ham,depend individu lor e hair dresser say pretti parent say look gong u kaypoh also dunno wat collect
ham,ok c ü
ham,enjoy watch play footbal basketbal anyth outdoor
ham,pleas ask macho price rang want someth new use plu interfu blackberri bold ltgt bb
ham,sorri sent blank msg yup tri seriou studi
ham,hey check da list da
spam,p alfi moon children need song ur mob tell ur ms txt tone chariti nokia poli chariti poli zed profit chariti
ham,meant apolog text get drug ltgt night
ham,mean februari april ill get place stay dont hustl back forth audit season sinc sister move away harlem
ham,goin workout lor muz lose e fat
ham,damn poor zac doesnt stand chanc
ham,messageno responcewhat happend
ham,want tel u one thing u mistak k messag sent
ham,yeah right ill bring tape measur fri
ham,still chanc search hard get itlet tri
ham,meet u work tel shall work tomorrow
ham,head straight
spam,get offici england poli rington colour flag yer mobil tonight game text tone flag optout txt eng stop box wwx £
ham,thank princess sexi
ham,oooh got plenti
ham,hui xin da lib
ham,big differ ltgt versu ltgt everi ltgt hr
ham,make cri stuff happen top everyth els push edg dont underdtand often cri sorri sorri life
ham,babe feel let get itboth tri cheer upnot fit soo muchxxlov u locaxx
ham,know hook mean right
spam,custom servic announc recent tri make deliveri unabl pleas call reschedul ref
ham,wat da model num ur phone
ham,he realli skateboard despit fact get thrown wind bandag shit arm everi five minut
spam,stop club tone repli stop mix see mytonecomenjoy html term club tone cost gbpweek mfl po box mk wt
ham,hous e sky quit dark liao rain got excus run alreadi rite hee
ham,sorri left phone upstair ok might hectic would bird one fell swoop date
ham,thought didnt see
spam,wamma get laidwant real doggin locat sent direct mobil join uk largest dog network txt dog nownyt eca lp £msg
ham,carlo say pick later yeah set
ham,hey babe friend cancel still visit
ham,per request maangalyam alaipayuth set callertun caller press copi friend callertun
ham,hmm ill think ok your forgiven
ham,hope get away langport still town tonight
ham,want send virtual hug need one
ham,probabl still go stuff
ham,issu right ill fix tomorrow
ham,come peopl
ham,senthil group compani apnt pm
ham,oh realli make air what talent
ham,studi ill free next weekend
ham,r u yet im wear blue shirt n black pant
ham,waiti come ltgt min
ham,reach ur home ltgt minut
ham,well great weekend
ham,langport sorri ill probabl bed pm suck ill xma gosri lanka
ham,frnd juz wordnot mere relationshipit silent promis say wherevr whenevr forevr gudnyt dear
ham,huh also cannot mani mistak
ham,ha u ju ate honey ar sweet
ham,im turn phone mom tell everyon cancer sister wont stop call hurt talk cant put see u u get home love u
ham,honey sweetheart darl sexi bun sugar plum loverboy miss boytoy smack ass go gym
ham,thank love rock
ham,yeah imma come caus jay want drug
ham,ok thanx take care
ham,yup thk u oso bore wat
ham,came look flat seem ok away alot wiv work got woman come
ham,moji inform save live thank
spam,nokia get win free auction take part send nokia hgsuiteland rowwjhl
ham,who class
ham,hey r ü still onlin ive finish format
ham,great attract brotha
spam,promot number ur award citi break could win £ summer shop spree everi wk txt store skilgm tscswinawkag £perwksub
ham,stupidit possibl
ham,cant pick phone right pl send messag
ham,lol happen vega stay vega
ham,hello hello hi lou sorri took long repli left mobil friend lancast got bak neway im sorri couldnt make ur bday hun
ham,use soc use home ü dunno type word ar
ham,dad say hurri hell
ham,wake ltgt morn
ham,get class bsn like ltgt minut know advis
ham,great shoot big load get readi
ham,ill meet lobbi
ham,still come tonight
ham,happen dear tell
ham,sir wait call free pleas call
ham,movi laptop
ham,text finish long time ago shower eryth
ham,ok im sure time finish tomorrow wanna spend even co would vewi vewi lubli love xxx
ham,hello per request ltgt rs transfer
ham,tirupur call da
spam,winner special select receiv £ cash £ award speak live oper claim call ampm cost p
ham,sbut luck catch put
ham,noe ü specifi da domain nusstu ü still sch
ham,ohi ask fun hahatak care ü
ham,shall get pouch
ham,hey loverboy love tell look pictur ach feel leg fuck want need crave
ham,boy sweet word left morn sigh goe day love start studi
ham,kent vale lor ü wait ar
ham,ok good make money
ham,read gud habit nan bari hudgi yorg pataistha ertini kano
ham,aight still want get money
spam,free top rington sub weekli ringtoneget st week freesend subpoli per weekstop sm
ham,okok okthenwhat ur today plan
ham,town v import
ham,sorri pa dont knw ru pa
ham,wat u
ham,meet ü rite ill go home lor ü dun feel like comin ok
ham,oh get paid outstand one commerci hasbroin august made us jump mani hoop get paid still
ham,lateso call tomorrow morningtak care sweet dreamsu meummifyingby
ham,network technic support associ
ham,im gonna rip uteru
ham,cool like swim pool jacuzzi hous
spam,thank rington order refer number x mobil charg tone arriv pleas call custom servic colourredtextcolourtxtstar
ham,yeah gang readi
ham,blank blank wat blank lol
ham,im movi collect car oredi
ham,left alreadi orchard
spam,hi night ur lucki night uve invit xchat uk wildest chat txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yr
ham,noth splwat abt u whr ru
ham,chikku nt yet ya im free
ham,aldrin rakhesh ex rtm herepl callurg
ham,search happi main sourc unhappi accept life way come u find happi everi moment u live
